Domain,Temperature,MAE,RMSE,Pearson,Spearman,HelixContentError
1ceuA00,348,0.1355943751237869,0.1728805090742866,0.775394069603801,0.825513172099214,0.0919207763913646
1ceuA00,379,0.1536734006734006,0.1945308198961981,0.4169135870080589,0.6197641183536048,0.0826795405030698
1ceuA00,413,0.1184937611408199,0.151345381715204,0.4697053803623707,0.673747845314971,0.0943582887700534
1ceuA00,450,0.1026999405822935,0.1228356199792292,0.7898104471843932,0.8499226094686845,0.1016858783917607
1chzA00,320,0.0700337752525252,0.1163548401595886,0.9458283943347447,0.6116155118994981,0.046059659090909
1chzA00,348,0.0793737373737373,0.1156555363221144,0.9592358682198736,0.6093771554538812,0.0219438131313131
1chzA00,379,0.1057746212121212,0.1466583339009821,0.9242185691571798,0.5452137605181602,0.0344946338383838
1chzA00,413,0.128920928030303,0.1824123696500019,0.9166563550769228,0.5649816427799504,0.0097050189393939
1chzA00,450,0.1051388888888888,0.141842228200913,0.8802669889374576,0.6065146769352795,0.040091856060606
1cz4A02,320,0.1431372989150767,0.17546497015517,0.850188273672047,0.6551848559462113,0.0877166729018581
1cz4A02,348,0.1461930415263748,0.1787278469390617,0.8144930273175781,0.4138647066388626,0.0800643471754583
1cz4A02,379,0.1467466018206759,0.1842915669575201,0.7542969052344307,0.5395431609935329,0.0830785634118967
1cz4A02,413,0.1245735129068462,0.1563518171478546,0.7588554039599329,0.4501116204714644,0.0941245791245791
1cz4A02,450,0.0926870112055297,0.1135593618181768,0.8541159703308272,0.6863771585040387,0.0885877825877825
1d0bA00,320,0.1692060355103833,0.230325373948892,0.6933665443658829,0.6835381393243127,0.1018122215948303
1d0bA00,348,0.165351686041127,0.2077828682704862,0.7184796748148092,0.7046100132044597,0.0887399550070357
1d0bA00,379,0.1801427316644708,0.2173203765995253,0.65792338086961,0.702700196843252,0.0946047430830039
1d0bA00,413,0.1533333333333333,0.1891963185047763,0.6873853022717067,0.6337037557586478,0.0646859903381642
1d0bA00,450,0.0999165568730786,0.1192593859361531,0.6378325106093098,0.6354437284807866,0.0693763724198506
1d2nA02,320,0.0993489694385216,0.1747181900775574,0.9153373301125776,0.8617924543009977,0.0153049902005124
